,avg_win,avg_gus,avg_dir,rfm,Month,aag,aaw,aar,aad
2437,6.0,9.1,101.0,0.89,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2438,4.8,7.6,110.0,0.89,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2439,5.0,8.0,114.0,0.89,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2440,5.7,8.9,109.0,0.89,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2441,3.6,6.0,118.0,0.89,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2442,3.0,4.8,119.0,1.15,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2443,2.3,4.0,90.0,1.5,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2444,2.2,3.9,110.0,1.52,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2445,1.7,3.2,119.0,1.58,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2446,4.2,6.2,319.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2447,3.6,5.9,72.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2448,2.4,4.2,111.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2449,5.9,9.4,50.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2450,3.3,5.5,81.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2451,2.1,4.0,110.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2452,5.4,8.1,360.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2453,2.2,3.7,97.0,1.62,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2454,3.8,5.8,99.0,1.95,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2455,6.5,9.5,95.0,1.98,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2456,3.1,4.7,99.0,2.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2457,3.9,6.1,97.0,2.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2458,3.6,6.1,115.0,2.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2459,2.6,4.5,117.0,0.07,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2460,3.0,5.1,106.0,0.07,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2461,3.4,5.8,113.0,0.07,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2462,2.4,4.4,112.0,0.07,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2463,2.3,3.8,105.0,0.08,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2464,2.6,4.3,86.0,0.58,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2465,2.2,3.6,76.0,0.6,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2466,2.4,3.9,73.0,0.6,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2467,2.7,4.5,73.0,0.74,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2468,2.1,3.8,95.0,0.89,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2469,3.5,6.0,91.0,0.9,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2470,2.6,4.6,102.0,0.9,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
